Description	ID	Physalia	Nanomia	Agalma	Abylopsis	Craseoa	Hydra	Nematostella
2172	2172	0	1	1	2	2	1	1
2173	2173	0	1	1	1	1	1	1
2174	2174	1	0	1	0	1	1	2
2175	2175	2	1	1	1	1	1	0
2176	2176	1	1	2	0	1	1	1
2177	2177	2	2	0	1	1	1	0
2178	2178	2	1	1	0	1	1	1
2179	2179	1	1	1	1	2	1	0
2180	2180	1	1	1	0	2	1	1
2181	2181	1	1	1	1	1	1	1
2182	2182	0	1	1	1	1	1	0
2183	2183	0	1	1	1	2	1	1
2184	2184	1	1	1	0	1	2	1
2185	2185	1	1	1	0	1	1	2
2186	2186	1	2	1	1	1	0	1
2187	2187	1	1	1	1	1	1	1
2188	2188	1	1	1	1	1	1	1
2189	2189	0	2	1	1	1	1	1
2190	2190	1	1	1	1	1	1	1
2191	2191	1	1	1	1	1	1	1
2192	2192	1	1	1	1	1	1	1
2193	2193	0	1	1	1	1	1	1
2194	2194	1	1	1	1	1	1	0
2195	2195	1	1	1	1	1	1	1
2196	2196	1	1	1	1	1	1	1
2197	2197	1	1	0	1	1	0	3
2198	2198	0	1	2	1	1	1	1
2199	2199	1	1	1	1	1	1	1
2200	2200	1	1	1	1	1	1	1
2201	2201	1	0	1	0	1	1	1
2202	2202	1	1	1	1	1	1	1
2203	2203	1	1	1	0	1	2	1
2204	2204	0	1	2	1	2	0	1
2205	2205	1	1	1	0	1	1	2
2206	2206	1	1	1	1	1	1	0
2207	2207	0	2	1	1	1	1	1
2208	2208	1	1	1	1	1	1	1
2209	2209	1	1	1	1	1	1	1
2210	2210	1	1	1	1	1	1	1
2211	2211	1	2	3	1	0	0	0
2212	2212	1	1	1	1	1	1	1
2213	2213	1	1	1	0	1	1	2
2214	2214	2	1	2	1	0	1	0
2215	2215	0	1	1	2	0	1	1
2216	2216	2	0	2	1	1	1	0
2217	2217	1	0	1	1	1	2	1
2218	2218	1	1	1	1	1	1	1
2219	2219	1	1	1	1	1	1	1
2220	2220	1	1	1	1	1	1	1
2221	2221	2	1	1	1	1	1	0
2222	2222	1	1	1	1	1	1	1
2223	2223	1	1	1	0	2	1	1
2224	2224	2	1	1	0	1	1	1
2225	2225	1	2	2	1	0	0	1
2226	2226	0	1	2	1	2	1	0
2227	2227	2	1	0	1	1	1	1
2228	2228	1	1	1	1	1	1	1
2229	2229	2	2	1	1	1	0	0
2230	2230	2	1	1	1	1	1	0
2231	2231	0	1	1	1	1	3	0
2232	2232	1	1	1	1	1	1	1
2233	2233	1	0	1	0	1	2	2
2234	2234	0	2	1	1	1	1	1
2235	2235	2	1	1	0	1	1	1
2236	2236	1	2	2	1	1	0	0
2237	2237	0	1	1	1	2	1	1
2238	2238	1	1	1	1	1	1	1
2239	2239	2	1	1	0	1	1	1
2240	2240	1	1	1	1	1	1	1
2241	2241	1	1	1	0	2	1	1
2242	2242	1	1	1	1	1	1	1
2243	2243	0	1	2	1	1	1	1
2244	2244	0	2	2	1	1	1	0
2245	2245	1	1	1	1	1	1	1
2246	2246	1	1	1	0	1	2	1
2247	2247	0	2	1	1	1	1	1
2248	2248	2	1	1	0	1	1	1
2249	2249	1	1	1	1	1	1	1
2250	2250	1	1	1	1	1	1	1
2251	2251	1	1	1	0	1	1	2
2252	2252	0	1	1	1	1	1	2
2253	2253	1	2	1	0	1	1	1
2254	2254	0	2	1	2	1	1	0
2255	2255	1	1	1	2	1	1	0
2256	2256	1	1	2	1	2	0	0
2257	2257	1	1	1	1	1	1	1
2258	2258	0	2	2	1	1	1	0
2259	2259	0	1	1	2	1	1	1
2260	2260	1	1	1	1	1	1	1
2261	2261	1	1	1	1	1	1	1
2262	2262	1	1	1	2	1	1	0
2263	2263	1	1	1	1	2	1	0
2264	2264	0	1	3	0	2	1	0
2265	2265	1	1	1	0	1	2	1
2266	2266	1	0	1	2	2	1	0
2267	2267	1	1	1	2	1	1	0
2268	2268	1	1	1	1	1	1	1
2269	2269	2	1	1	1	0	1	1
2270	2270	1	1	1	1	1	1	1
2271	2271	1	1	1	1	1	1	1
2272	2272	1	1	1	1	1	1	1
2273	2273	1	1	1	1	2	0	1
2274	2274	1	0	2	3	1	0	0
2275	2275	1	1	1	1	1	1	1
2276	2276	2	1	1	1	1	1	0
2277	2277	2	2	2	0	0	1	0
2278	2278	1	1	1	1	1	1	1
2279	2279	1	2	0	1	1	1	1
2280	2280	1	1	1	1	1	1	1
2281	2281	1	2	1	1	0	1	1
2282	2282	0	2	1	1	1	1	1
2283	2283	1	2	2	0	0	1	1
2284	2284	1	1	1	1	1	2	0
2285	2285	0	1	1	1	2	1	1
2286	2286	0	0	1	1	1	2	2
2287	2287	1	1	1	1	2	1	0
2288	2288	1	1	1	1	1	1	1
2289	2289	0	1	1	1	1	1	1
2290	2290	1	0	1	1	2	1	1
2291	2291	1	1	2	1	1	1	0
2292	2292	1	1	1	1	1	1	1
2293	2293	1	1	1	1	1	1	1
2294	2294	2	1	0	1	1	1	1
2295	2295	1	1	1	1	1	1	1
2296	2296	0	2	1	1	1	1	1
2297	2297	1	1	1	1	1	1	1
2298	2298	0	2	1	1	1	1	1
2299	2299	1	1	1	0	2	1	1
2300	2300	1	1	1	1	1	1	1
2301	2301	3	1	0	1	1	0	1
2302	2302	1	1	1	2	1	0	1
2303	2303	1	1	1	1	1	1	1
2304	2304	0	2	1	1	1	1	1
2305	2305	2	1	1	1	2	0	0
2306	2306	1	1	1	0	1	1	1
2307	2307	2	1	1	0	1	1	1
2308	2308	0	1	2	1	1	1	1
2309	2309	1	1	1	1	1	1	1
2310	2310	1	1	1	1	1	1	1
2311	2311	1	2	1	0	1	1	1
2312	2312	1	1	1	1	2	0	1
2313	2313	1	2	1	1	1	1	0
2314	2314	0	3	1	1	1	1	0
2315	2315	0	2	1	1	1	1	1
2316	2316	0	2	1	1	1	1	1
2317	2317	2	1	1	0	1	1	1
2318	2318	1	2	2	0	1	1	0
2319	2319	1	1	1	1	1	1	1
2320	2320	2	0	1	1	1	1	1
2321	2321	0	1	1	1	3	0	1
2322	2322	1	1	1	2	1	1	0
2323	2323	1	1	1	1	1	1	1
2324	2324	1	1	1	1	1	1	1
2325	2325	2	1	1	1	1	1	0
2326	2326	0	2	2	0	2	1	0
2327	2327	1	1	0	2	1	1	1
2328	2328	1	1	1	1	1	1	1
2329	2329	2	1	1	1	0	1	1
2330	2330	1	1	1	1	1	1	1
2331	2331	1	1	1	1	1	1	1
2332	2332	2	1	1	1	1	1	0
2333	2333	1	2	1	1	1	1	0
2334	2334	1	1	1	1	1	1	1
2335	2335	0	1	1	1	1	1	0
2336	2336	1	1	1	1	1	1	1
2337	2337	0	1	3	2	1	0	0
2338	2338	0	1	1	2	1	1	1
2339	2339	2	1	0	1	1	1	1
2340	2340	2	0	1	1	1	1	1
2341	2341	0	1	1	2	1	1	1
2342	2342	1	1	1	1	1	1	1
2343	2343	1	1	1	1	1	1	1
2344	2344	1	1	1	1	1	1	1
2345	2345	0	1	1	1	1	1	0
2346	2346	1	1	1	1	2	1	0
2347	2347	1	1	1	1	1	1	1
2348	2348	2	1	1	1	1	1	0
2349	2349	1	1	1	1	1	1	0
2350	2350	1	1	1	1	1	1	1
2351	2351	1	1	1	1	1	1	0
2352	2352	1	2	0	1	1	1	1
2353	2353	1	1	1	1	1	1	1
2354	2354	1	1	1	1	1	1	1
2355	2355	1	1	1	1	1	1	1
2356	2356	0	2	1	1	1	1	1
2357	2357	2	1	2	1	0	1	0
2358	2358	3	1	1	1	1	0	0
2359	2359	1	1	1	1	1	1	1
2360	2360	2	1	1	1	1	1	0
2361	2361	1	1	1	2	2	0	0
2362	2362	1	1	1	0	1	2	1
2363	2363	2	1	2	0	1	1	0
2364	2364	2	1	1	0	1	1	1
2365	2365	1	1	1	1	1	1	1
2366	2366	1	1	1	0	1	1	1
2367	2367	1	1	1	1	1	1	1
2368	2368	1	2	3	1	0	0	0
2369	2369	1	3	2	0	1	0	0
2370	2370	0	1	1	0	1	1	3
2371	2371	1	1	1	1	1	1	1
2372	2372	1	1	0	1	0	1	3
2373	2373	1	1	1	1	1	1	1
2374	2374	1	1	1	1	1	1	1
2375	2375	2	1	1	1	2	0	0
2376	2376	2	1	1	1	1	1	0
2377	2377	0	1	1	3	2	0	0
2378	2378	1	2	1	1	1	1	0
2379	2379	0	1	1	0	2	2	1
2380	2380	1	1	1	1	1	1	1
2381	2381	1	1	1	1	1	1	1
2382	2382	1	2	2	0	2	0	0
2383	2383	2	1	0	1	1	1	1
2384	2384	2	1	1	0	1	1	1
2385	2385	1	1	1	0	1	1	1
2386	2386	1	1	1	1	1	1	1
2387	2387	1	1	1	1	1	1	1
2388	2388	1	1	1	1	1	1	1
2389	2389	0	1	2	1	2	0	0
2390	2390	1	2	2	0	0	1	1
2391	2391	1	1	1	1	1	1	1
2392	2392	1	1	1	0	1	1	0
2393	2393	2	1	1	1	0	1	1
2394	2394	1	2	1	1	1	1	0
2395	2395	1	0	2	1	1	1	1
2396	2396	0	1	2	1	1	1	1
2397	2397	1	2	2	2	0	0	0
2398	2398	1	1	1	1	1	1	1
2399	2399	1	2	1	1	1	1	0
2400	2400	2	1	1	0	1	1	1
2401	2401	1	1	1	1	1	1	1
2402	2402	2	1	1	0	1	1	1
2403	2403	1	1	1	1	1	1	1
2404	2404	2	1	1	0	1	1	1
2405	2405	1	1	1	1	2	0	1
2406	2406	1	1	1	1	1	1	1
2407	2407	0	2	1	1	1	1	1
2408	2408	2	1	1	1	1	1	0
2409	2409	1	1	1	1	1	1	1
2410	2410	1	1	1	0	1	1	1
2411	2411	0	1	1	1	2	1	1
2412	2412	1	1	1	1	1	1	1
2413	2413	2	1	2	1	1	0	0
2414	2414	1	2	1	1	1	0	0
2415	2415	1	1	1	1	1	0	2
2416	2416	0	1	1	1	2	0	1
2417	2417	1	1	1	1	1	1	1
2418	2418	1	1	1	1	1	1	1
2419	2419	1	1	1	1	1	1	1
2420	2420	1	1	1	1	1	1	1
2421	2421	0	1	0	1	1	1	3
2422	2422	1	1	1	0	1	2	1
2423	2423	0	1	1	0	2	1	2
2424	2424	0	2	1	2	1	1	0
2425	2425	1	1	1	1	1	1	0
2426	2426	2	1	1	1	1	0	1
2427	2427	1	2	1	0	1	1	1
2428	2428	0	1	1	2	2	1	0
2429	2429	2	0	2	1	1	1	0
2430	2430	1	1	1	1	1	1	1
2431	2431	1	1	1	1	2	1	0
2432	2432	1	1	1	1	1	1	1
2433	2433	1	0	2	1	1	1	1
2434	2434	1	1	1	1	0	2	1
2435	2435	2	1	1	1	1	1	0
2436	2436	1	2	1	0	1	1	1
2437	2437	2	1	0	1	0	1	2
2438	2438	2	1	0	1	1	1	1
2439	2439	1	1	1	1	1	1	1
2440	2440	2	1	1	1	1	1	0
2441	2441	0	2	1	2	1	1	0
2442	2442	1	1	1	1	1	1	1
2443	2443	1	1	1	0	2	1	0
2444	2444	1	1	1	1	1	1	1
2445	2445	0	1	1	2	1	1	1
2446	2446	0	1	1	1	2	1	1
2447	2447	0	1	1	2	1	1	1
2448	2448	1	1	1	1	1	1	1
2449	2449	1	1	1	1	1	1	1
2450	2450	0	2	1	1	0	1	2
2451	2451	0	1	1	4	1	0	0
2452	2452	0	0	1	1	2	1	1
2453	2453	1	1	1	1	1	1	1
2454	2454	1	1	1	1	1	1	1
2455	2455	2	1	1	1	1	1	0
2456	2456	1	1	1	1	1	1	1
2457	2457	2	1	1	1	1	1	0
2458	2458	1	1	1	1	1	1	1
2459	2459	1	1	1	2	1	0	1
2460	2460	1	1	1	1	1	1	1
2461	2461	2	1	1	1	1	1	0
2462	2462	1	1	1	1	2	1	0
2463	2463	1	3	0	0	1	1	1
2464	2464	1	1	1	1	1	1	1
2465	2465	0	2	1	0	2	1	1
2466	2466	1	1	1	1	1	1	1
2467	2467	1	2	2	0	0	0	2
2468	2468	1	1	1	1	1	1	1
2469	2469	1	1	1	0	1	1	2
2470	2470	1	1	1	0	2	1	1
2471	2471	1	2	2	0	1	1	0
2472	2472	1	1	1	1	1	1	1
2473	2473	1	1	1	1	1	1	1
2474	2474	1	1	1	1	1	1	1
2475	2475	1	1	1	1	1	1	1
2476	2476	2	1	3	0	0	1	0
2477	2477	1	2	1	1	1	1	0
2478	2478	1	1	1	1	1	1	1
2479	2479	1	1	1	1	1	1	1
2480	2480	0	1	1	1	2	1	1
2481	2481	1	1	1	1	1	1	1
2482	2482	1	1	1	1	1	1	1
2483	2483	1	1	1	1	1	1	1
2484	2484	1	1	1	1	1	1	1
2485	2485	1	0	1	1	1	2	1
2486	2486	2	1	0	1	1	1	1
2487	2487	1	2	1	1	1	1	0
2488	2488	2	1	1	1	1	1	0
2489	2489	1	1	1	1	1	1	1
2490	2490	1	1	2	1	2	0	0
2491	2491	0	2	0	2	1	1	1
2492	2492	1	1	2	0	2	1	0
2493	2493	0	2	1	1	1	1	1
2494	2494	1	1	1	1	1	1	1
2495	2495	1	1	1	1	1	1	1
2496	2496	1	1	1	1	1	1	1
2497	2497	2	1	1	1	0	1	1
2498	2498	1	1	1	1	1	1	1
2499	2499	1	1	1	1	1	1	1
2500	2500	1	1	1	1	1	1	1
2501	2501	1	1	1	1	2	1	0
2502	2502	2	1	1	1	1	0	1
2503	2503	1	1	1	1	1	1	1
2504	2504	1	1	1	1	1	1	1
2505	2505	1	1	1	2	1	1	0
2506	2506	1	0	0	2	1	1	0
2507	2507	2	1	0	1	1	1	1
2508	2508	1	1	1	1	1	1	1
2509	2509	1	2	1	1	1	0	1
2510	2510	2	0	1	1	1	1	1
2511	2511	1	2	2	0	1	1	0
2512	2512	0	1	1	0	1	2	2
2513	2513	2	1	1	0	1	1	1
2514	2514	1	1	1	1	1	1	1
2515	2515	1	1	1	1	1	1	1
2516	2516	1	1	1	2	1	1	0
2517	2517	1	1	2	0	1	1	1
2518	2518	1	1	1	0	2	1	1
2519	2519	1	1	1	0	2	1	1
2520	2520	1	2	2	1	1	0	0
2521	2521	1	1	1	1	1	1	1
2522	2522	1	1	1	1	2	1	0
2523	2523	1	1	1	2	0	1	1
2524	2524	1	1	1	1	1	1	1
2525	2525	0	2	1	1	1	1	1
2526	2526	1	2	2	1	1	0	0
2527	2527	0	2	1	0	2	1	1
2528	2528	2	1	1	0	1	1	1
2529	2529	1	2	1	0	1	1	1
2530	2530	2	1	1	1	1	1	0
2531	2531	0	2	3	1	1	0	0
2532	2532	1	1	1	0	1	1	2
2533	2533	1	1	1	1	2	0	1
2534	2534	0	2	1	1	1	1	1
2535	2535	1	1	1	1	1	1	1
2536	2536	2	1	1	0	1	1	1
2537	2537	1	2	1	0	1	1	1
2538	2538	0	2	1	1	3	0	0
2539	2539	1	1	1	1	1	1	1
2540	2540	1	1	1	1	1	1	1
2541	2541	0	1	3	1	2	0	0
2542	2542	1	1	1	1	2	1	0
2543	2543	2	1	1	1	0	1	1
2544	2544	1	1	1	1	1	1	1
2545	2545	2	1	1	0	1	2	0
2546	2546	2	1	1	1	1	1	0
2547	2547	2	1	1	1	0	1	1
2548	2548	1	1	1	1	1	1	1
2549	2549	1	1	1	1	2	1	0
2550	2550	1	1	1	1	1	1	1
2551	2551	1	1	2	1	0	0	2
2552	2552	1	1	1	1	1	1	1
2553	2553	1	1	1	1	1	1	1
2554	2554	1	1	1	1	1	1	1
2555	2555	2	1	0	1	1	1	1
2556	2556	2	1	1	1	1	1	0
2557	2557	1	1	1	1	1	1	1
2558	2558	2	1	1	0	1	1	1
2559	2559	2	1	1	1	0	1	1
2560	2560	1	1	1	1	1	1	1
2561	2561	1	1	1	1	1	1	1
2562	2562	2	1	1	0	1	1	1
2563	2563	1	1	1	1	1	1	1
2564	2564	2	1	1	1	1	1	0
2565	2565	1	1	1	1	1	1	1
2566	2566	1	0	1	2	1	1	1
2567	2567	1	1	1	1	1	1	1
2568	2568	2	1	1	1	1	1	0
2569	2569	0	1	1	1	2	1	1
2570	2570	1	1	1	1	1	1	1
2571	2571	0	1	1	1	2	1	1
2572	2572	2	1	1	0	1	1	1
2573	2573	1	1	0	2	1	1	1
2574	2574	1	1	1	2	0	1	1
2575	2575	1	1	1	1	1	1	1
2576	2576	1	1	1	0	1	3	0
2577	2577	1	1	1	1	1	2	0
2578	2578	2	1	1	0	1	1	1
2579	2579	1	1	1	0	1	1	2
2580	2580	1	0	0	1	1	4	0
2581	2581	1	0	2	1	3	0	0
2582	2582	1	1	1	1	1	1	1
2583	2583	2	1	1	1	1	0	1
2584	2584	1	1	1	1	1	1	1
2585	2585	1	1	1	1	1	1	1
2586	2586	1	1	1	1	1	1	1
2587	2587	1	1	1	1	1	1	1
2588	2588	0	1	1	2	0	2	1
2589	2589	1	1	1	1	1	1	1
2590	2590	1	1	1	0	2	1	0
2591	2591	1	1	1	0	2	1	1
2592	2592	1	1	1	1	1	1	1
2593	2593	1	1	1	1	1	1	1
2594	2594	0	0	1	1	2	1	1
2595	2595	0	1	1	2	1	1	1
2596	2596	1	2	1	0	1	1	1
2597	2597	1	1	0	1	1	1	1
2598	2598	2	1	1	1	1	1	0
2599	2599	1	1	1	1	1	1	1
2600	2600	1	1	1	1	1	1	1
2601	2601	1	0	1	1	0	1	1
2602	2602	1	1	1	1	1	1	1
2603	2603	1	1	1	2	1	1	0
2604	2604	1	2	1	1	1	1	0
2605	2605	1	1	1	1	1	1	1
2606	2606	1	2	2	0	1	1	0
2607	2607	1	1	1	1	1	1	1
2608	2608	2	1	1	0	1	1	1
2609	2609	1	1	1	1	1	2	0
2610	2610	1	2	1	0	2	1	0
2611	2611	0	1	1	2	1	1	1
2612	2612	1	1	1	1	1	1	1
2613	2613	1	1	1	1	1	1	1
2614	2614	1	1	1	1	1	1	1
2615	2615	1	2	1	0	1	1	1
2616	2616	2	1	1	1	1	1	0
2617	2617	2	1	1	1	1	1	0
2618	2618	2	1	1	0	1	1	1
2619	2619	0	1	1	2	1	1	1
2620	2620	1	2	1	0	1	1	1
2621	2621	2	1	1	0	1	1	1
2622	2622	2	1	1	1	1	0	1
2623	2623	1	1	1	1	1	1	1
2624	2624	1	1	1	1	0	1	1
2625	2625	1	2	1	0	1	1	1
2626	2626	1	1	1	0	1	2	1
2627	2627	1	1	1	1	1	1	1
2628	2628	1	1	1	1	1	1	1
2629	2629	0	1	2	1	1	1	1
2630	2630	1	1	1	1	1	1	1
2631	2631	1	1	1	1	1	1	1
2632	2632	2	1	1	1	0	1	1
2633	2633	1	1	1	1	1	1	1
2634	2634	1	1	2	0	2	1	0
2635	2635	1	1	1	1	1	1	1
2636	2636	2	1	1	0	0	2	1
2637	2637	1	2	1	0	1	1	1
2638	2638	1	1	1	1	1	1	1
2639	2639	1	1	1	1	1	1	1
2640	2640	1	1	1	1	1	1	1
2641	2641	1	1	2	3	0	0	0
2642	2642	1	1	1	1	1	1	1
2643	2643	1	1	1	1	1	1	1
2644	2644	1	2	1	1	1	1	0
2645	2645	1	0	2	0	1	3	0
2646	2646	1	1	1	1	1	1	1
2647	2647	1	1	1	1	1	1	1
2648	2648	0	0	1	2	1	1	1
2649	2649	1	1	2	0	1	1	1
2650	2650	1	1	1	1	1	1	1
2651	2651	2	1	1	1	1	0	1
2652	2652	1	1	1	1	1	1	1
2653	2653	1	1	1	1	1	1	1
2654	2654	2	1	1	1	0	1	1
2655	2655	1	1	1	0	2	1	1
2656	2656	2	1	1	0	1	1	1
2657	2657	0	3	1	1	1	1	0
2658	2658	0	1	2	1	2	1	0
2659	2659	2	1	1	1	1	1	0
2660	2660	1	1	1	1	2	1	0
2661	2661	1	1	1	1	1	1	1
2662	2662	1	1	1	0	2	1	0
2663	2663	1	1	1	1	1	1	1
2664	2664	1	1	1	1	1	1	1
2665	2665	0	0	2	1	0	2	2
2666	2666	1	1	1	1	1	1	1
2667	2667	2	1	1	1	1	1	0
2668	2668	1	0	3	0	2	1	0
2669	2669	0	2	1	1	1	1	0
2670	2670	1	1	1	1	1	1	1
2671	2671	2	1	1	0	1	1	1
2672	2672	1	1	1	1	1	1	1
2673	2673	1	1	1	1	1	1	1
2674	2674	1	2	2	1	1	0	0
2675	2675	1	1	1	1	1	1	1
2676	2676	0	1	3	1	1	1	0
2677	2677	1	1	1	1	1	1	1
2678	2678	2	1	1	1	0	1	1
2679	2679	1	1	1	1	1	1	1
2680	2680	1	1	1	1	2	1	0
2681	2681	1	1	1	2	0	1	1
2682	2682	0	2	1	1	2	1	0
2683	2683	1	1	1	1	1	1	1
2684	2684	1	0	1	1	1	1	0
2685	2685	1	0	1	1	1	1	2
2686	2686	1	1	1	0	1	2	1
2687	2687	1	1	1	1	1	1	1
2688	2688	1	1	1	1	1	1	1
2689	2689	1	1	1	1	1	1	1
2690	2690	2	1	1	1	0	1	1
2691	2691	2	2	1	0	0	1	1
2692	2692	1	1	1	1	1	1	1
2693	2693	1	1	1	1	1	1	1
2694	2694	2	1	1	0	1	1	1
2695	2695	2	1	1	1	0	1	1
2696	2696	1	1	1	1	1	1	1
2697	2697	1	1	1	1	1	1	1
2698	2698	1	1	1	1	1	1	1
2699	2699	1	1	2	0	0	1	2
2700	2700	1	1	1	1	1	1	1
2701	2701	1	2	1	1	1	1	0
2702	2702	2	1	1	1	0	1	1
2703	2703	1	1	1	1	0	1	2
2704	2704	0	1	1	1	1	1	2
2705	2705	0	1	1	0	1	1	1
2706	2706	2	1	1	1	1	0	1
2707	2707	1	1	2	1	1	1	0
2708	2708	1	1	1	1	1	1	1
2709	2709	1	1	1	2	1	1	0
2710	2710	1	1	1	2	1	1	0
2711	2711	1	2	2	1	1	0	0
2712	2712	1	2	1	0	1	1	1
2713	2713	1	1	1	1	1	1	1
2714	2714	1	1	2	0	1	1	1
2715	2715	1	1	1	1	1	1	1
2716	2716	1	1	1	2	1	1	0
2717	2717	1	1	1	1	1	1	1
2718	2718	1	1	1	0	3	1	0
2719	2719	1	1	1	1	1	1	1
2720	2720	1	1	1	1	1	1	0
2721	2721	1	1	1	1	1	1	1
2722	2722	1	1	1	1	1	1	1
2723	2723	1	1	0	1	1	1	0
2724	2724	1	1	1	1	1	1	0
2725	2725	1	1	1	1	1	1	1
2726	2726	0	1	2	2	2	0	0
2727	2727	1	1	1	1	1	1	1
2728	2728	0	2	1	2	1	1	0
2729	2729	1	1	1	1	1	0	2
2730	2730	1	1	1	1	1	1	1
2731	2731	1	1	2	0	1	1	1
2732	2732	1	1	1	1	1	1	1
2733	2733	1	2	1	1	0	1	1
2734	2734	1	1	0	1	2	1	1
2735	2735	1	1	1	1	2	1	0
2736	2736	1	1	1	0	2	1	1
2737	2737	2	1	1	0	1	1	1
2738	2738	1	1	1	1	1	1	1
2739	2739	1	1	1	0	1	1	2
2740	2740	0	1	1	1	1	1	2
2741	2741	2	1	1	1	1	1	0
2742	2742	2	1	1	1	1	0	1
2743	2743	1	1	1	0	2	1	1
2744	2744	1	1	2	1	1	1	0
2745	2745	1	2	2	1	1	0	0
2746	2746	2	0	1	1	1	1	1
2747	2747	1	1	1	1	1	1	1
2748	2748	1	2	1	0	1	1	1
2749	2749	2	1	1	0	1	1	1
2750	2750	1	1	1	1	2	1	0
2751	2751	3	1	1	0	1	1	0
2752	2752	0	2	1	1	1	1	1
2753	2753	0	1	1	1	3	1	0
2754	2754	1	1	1	1	1	1	1
2755	2755	0	2	1	1	2	1	0
2756	2756	1	1	1	1	1	1	1
2757	2757	1	1	1	1	1	1	1
2758	2758	1	1	1	1	1	1	1
2759	2759	0	2	1	1	1	1	1
2760	2760	1	1	1	1	2	1	0
2761	2761	1	1	1	1	1	1	1
2762	2762	1	1	1	1	1	1	1
2763	2763	1	1	1	1	1	1	1
2764	2764	2	1	1	1	1	1	0
2765	2765	1	1	3	1	1	0	0
2766	2766	2	1	1	1	1	1	0
2767	2767	1	1	1	1	1	1	1
2768	2768	1	1	1	1	1	1	1
2769	2769	1	1	1	0	2	1	1
2770	2770	1	1	2	0	2	1	0
2771	2771	1	1	1	1	1	1	1
2772	2772	0	2	1	0	1	1	1
2773	2773	1	1	1	1	1	1	1
2774	2774	2	1	1	1	1	1	0
2775	2775	1	2	1	1	0	1	1
2776	2776	0	1	1	2	1	1	1
2777	2777	1	1	1	1	1	1	1
2778	2778	2	1	1	0	1	1	1
2779	2779	1	1	1	1	1	1	1
2780	2780	1	1	1	1	1	1	1
2781	2781	0	1	1	2	1	1	1
2782	2782	1	1	0	0	1	1	0
2783	2783	0	1	1	1	2	1	1
2784	2784	1	2	1	2	0	1	0
2785	2785	1	1	1	1	1	1	1
2786	2786	1	2	1	0	1	1	1
2787	2787	0	1	1	3	2	0	0
2788	2788	1	1	1	2	1	1	0
2789	2789	0	2	1	1	2	1	0
2790	2790	0	1	1	2	1	1	1
2791	2791	1	1	1	1	1	1	1
2792	2792	1	1	1	1	1	1	1
2793	2793	1	1	2	0	1	1	1
2794	2794	1	1	1	1	1	1	1
2795	2795	1	1	1	1	1	1	1
2796	2796	1	1	1	1	1	1	1
2797	2797	1	1	1	1	1	1	1
2798	2798	1	2	1	0	1	1	1
2799	2799	1	1	1	1	1	1	1
2800	2800	1	1	1	1	2	0	1
2801	2801	0	1	1	0	1	2	2
2802	2802	1	1	1	1	1	1	1
2803	2803	1	1	1	0	1	1	2
2804	2804	1	1	1	1	1	1	1
2805	2805	0	1	1	0	2	1	2
2806	2806	2	1	1	1	1	1	0
2807	2807	1	0	1	1	2	1	1
2808	2808	1	1	1	1	1	1	1
2809	2809	1	1	1	1	1	1	1
2810	2810	0	1	1	1	1	1	1
2811	2811	0	1	2	1	1	1	1
2812	2812	1	1	1	1	1	1	1
2813	2813	1	1	1	1	1	1	1
2814	2814	1	1	1	1	1	1	1
2815	2815	1	1	1	1	2	1	0
2816	2816	1	1	1	1	2	1	0
2817	2817	2	1	1	1	1	1	0
2818	2818	2	1	1	0	1	1	1
2819	2819	1	2	1	1	1	1	0
2820	2820	0	1	1	1	2	1	1
2821	2821	0	2	2	0	1	1	1
2822	2822	1	1	1	1	1	1	1
2823	2823	0	2	1	2	2	0	0
2824	2824	1	1	1	1	1	1	1
2825	2825	1	1	1	1	1	1	1
2826	2826	0	1	1	1	2	1	1
2827	2827	1	1	1	1	1	1	1
2828	2828	0	1	1	1	1	2	1
2829	2829	0	1	1	1	2	1	1
2830	2830	0	1	1	1	2	1	1
2831	2831	1	1	1	0	1	0	3
2832	2832	2	1	1	1	1	1	0
2833	2833	2	1	1	1	0	1	1
2834	2834	0	1	1	2	2	1	0
2835	2835	1	1	1	1	0	1	2
2836	2836	2	1	0	1	1	1	1
2837	2837	2	1	1	1	1	1	0
2838	2838	0	2	1	0	1	0	1
2839	2839	1	1	1	1	1	1	1
2840	2840	0	0	1	1	1	2	2
2841	2841	1	1	1	1	1	1	1
2842	2842	1	1	1	1	1	1	1
2843	2843	0	1	1	1	1	1	1
2844	2844	1	1	1	1	1	1	1
2845	2845	0	1	1	2	1	1	1
2846	2846	0	1	1	1	2	1	1
2847	2847	2	1	1	1	1	1	0
2848	2848	1	1	1	1	2	1	0
2849	2849	2	1	1	0	1	1	1
2850	2850	0	2	1	1	2	0	0
2851	2851	0	1	1	1	2	1	1
2852	2852	1	1	1	1	2	1	0
2853	2853	1	1	1	2	1	1	0
2854	2854	1	2	1	1	1	1	0
2855	2855	1	1	1	1	1	1	1
2856	2856	1	1	1	1	1	1	1
2857	2857	2	1	1	1	1	1	0
2858	2858	0	2	1	1	1	1	1
2859	2859	1	1	1	1	1	1	1
2860	2860	1	1	1	1	1	1	1
2861	2861	2	1	1	1	1	1	0
2862	2862	2	1	1	0	1	1	1
2863	2863	1	2	2	1	1	0	0
2864	2864	1	2	1	0	2	1	0
2865	2865	2	1	1	1	0	1	1
2866	2866	2	1	1	1	1	1	0
2867	2867	2	1	0	1	1	1	1
2868	2868	1	1	1	1	1	1	1
