Description	ID	Physalia	Nanomia	Agalma	Abylopsis	Craseoa	Hydra	Nematostella
3566	3566	0	1	1	1	2	1	0
3567	3567	0	1	1	1	0	2	1
3568	3568	0	1	2	1	1	1	0
3569	3569	1	1	1	1	1	1	0
3570	3570	0	1	1	0	2	1	1
3571	3571	1	1	1	1	1	1	0
3572	3572	1	1	2	0	1	0	1
3573	3573	1	1	1	1	1	1	0
3574	3574	1	1	1	1	1	0	1
3575	3575	1	1	1	0	1	1	1
3576	3576	2	1	1	0	1	1	0
3577	3577	0	1	1	1	1	1	1
3578	3578	0	1	1	1	1	1	1
3579	3579	0	1	1	1	1	1	1
3580	3580	0	1	1	0	1	2	1
3581	3581	1	1	1	2	0	1	0
3582	3582	0	1	1	1	1	1	1
3583	3583	0	1	1	1	1	1	1
3584	3584	1	1	1	1	0	1	1
3585	3585	1	2	1	0	1	1	0
3586	3586	1	1	1	1	1	1	0
3587	3587	1	1	0	1	1	1	1
3588	3588	1	1	1	1	1	1	0
3589	3589	0	1	1	1	1	1	1
3590	3590	0	2	1	1	1	1	0
3591	3591	2	1	1	0	1	1	0
3592	3592	1	1	1	1	1	1	0
3593	3593	2	1	1	0	1	1	0
3594	3594	0	2	1	1	0	0	2
3595	3595	1	0	1	0	1	1	2
3596	3596	0	1	1	1	1	1	1
3597	3597	0	2	1	1	1	1	0
3598	3598	1	2	1	0	1	0	1
3599	3599	1	1	1	1	1	1	0
3600	3600	0	1	1	1	1	1	1
3601	3601	1	1	1	1	1	1	0
3602	3602	1	1	1	1	1	1	0
3603	3603	1	1	1	1	1	1	0
3604	3604	1	1	1	1	1	1	0
3605	3605	1	1	1	1	1	0	1
3606	3606	1	0	1	1	1	1	1
3607	3607	1	1	1	1	1	0	1
3608	3608	0	1	1	1	1	1	1
3609	3609	1	0	0	0	1	2	2
3610	3610	0	1	1	1	1	1	1
3611	3611	1	1	1	1	1	1	0
3612	3612	1	1	0	0	1	1	2
3613	3613	0	1	1	1	1	1	1
3614	3614	1	1	1	1	0	1	1
3615	3615	0	1	1	0	1	1	2
3616	3616	1	1	1	1	1	1	0
3617	3617	1	1	1	0	1	1	1
3618	3618	1	1	1	1	1	1	0
3619	3619	1	1	1	1	0	2	0
3620	3620	2	1	1	0	1	1	0
3621	3621	0	1	1	1	1	1	1
3622	3622	1	1	1	1	1	1	0
3623	3623	1	1	1	1	0	1	1
3624	3624	0	1	3	1	1	0	0
3625	3625	1	1	1	0	2	1	0
3626	3626	0	1	1	1	2	1	0
3627	3627	1	1	1	1	1	1	0
3628	3628	2	2	1	0	1	0	0
3629	3629	0	1	0	1	2	1	1
3630	3630	0	1	1	1	2	1	0
3631	3631	2	1	1	0	1	1	0
3632	3632	1	1	1	0	1	1	1
3633	3633	1	2	1	1	1	0	0
3634	3634	1	0	1	1	1	1	1
3635	3635	1	1	1	1	1	1	0
3636	3636	0	1	1	1	1	1	1
3637	3637	2	0	1	2	0	1	0
3638	3638	1	2	1	0	0	1	1
3639	3639	1	1	1	0	1	1	1
3640	3640	1	1	1	0	1	1	1
3641	3641	1	1	1	0	1	1	1
3642	3642	1	1	1	1	1	1	0
3643	3643	0	1	1	1	1	0	0
3644	3644	1	2	1	0	1	1	0
3645	3645	1	1	1	1	1	1	0
3646	3646	0	1	1	1	1	1	1
3647	3647	0	1	1	1	2	1	0
3648	3648	1	1	1	1	1	1	0
3649	3649	0	1	1	1	1	1	1
3650	3650	1	1	1	1	1	1	0
3651	3651	0	1	1	2	0	1	1
3652	3652	0	1	1	1	1	1	1
3653	3653	1	1	1	1	1	0	1
3654	3654	0	1	1	1	1	1	1
3655	3655	1	1	1	1	0	1	1
3656	3656	2	1	1	1	0	1	0
3657	3657	2	1	1	0	1	1	0
3658	3658	0	0	1	1	1	1	2
3659	3659	0	1	1	1	1	1	1
3660	3660	1	1	1	0	1	1	1
3661	3661	0	1	1	1	1	1	1
3662	3662	1	0	1	1	1	1	1
3663	3663	0	1	1	1	1	1	1
3664	3664	0	2	2	0	1	1	0
3665	3665	0	1	1	1	1	1	1
3666	3666	0	1	2	0	1	2	0
3667	3667	1	1	1	1	1	1	0
3668	3668	1	1	0	1	1	1	1
3669	3669	1	1	1	0	1	1	1
3670	3670	1	1	2	1	1	0	0
3671	3671	1	0	1	1	1	1	1
3672	3672	0	1	3	1	0	1	0
3673	3673	1	1	1	1	1	1	0
3674	3674	1	1	1	0	0	2	1
3675	3675	1	1	0	1	1	1	1
3676	3676	0	1	1	1	2	1	0
3677	3677	1	1	1	1	1	1	0
3678	3678	1	1	1	1	0	1	1
3679	3679	0	1	0	0	1	1	2
3680	3680	1	1	1	1	1	1	0
3681	3681	1	1	0	1	1	1	1
3682	3682	0	2	1	1	1	1	0
3683	3683	1	1	2	1	1	0	0
3684	3684	0	0	1	1	1	0	1
3685	3685	0	1	1	1	1	1	1
3686	3686	1	0	1	2	1	1	0
3687	3687	2	1	1	0	0	1	1
3688	3688	0	2	1	0	1	1	1
3689	3689	1	1	1	1	1	1	0
3690	3690	0	0	1	1	1	1	2
3691	3691	0	1	1	1	1	1	1
3692	3692	1	1	1	1	1	1	0
3693	3693	1	2	1	1	1	0	0
3694	3694	1	1	1	0	1	1	1
3695	3695	2	1	0	0	1	1	1
3696	3696	1	1	1	0	1	1	1
3697	3697	1	1	1	0	1	1	1
3698	3698	1	1	1	0	1	1	1
3699	3699	0	1	1	1	1	1	1
3700	3700	0	1	1	2	1	0	1
3701	3701	1	1	1	1	0	1	1
3702	3702	1	1	0	0	1	2	1
3703	3703	1	1	1	0	1	1	1
3704	3704	0	1	1	0	2	1	1
3705	3705	0	1	1	1	1	1	1
3706	3706	1	1	1	1	1	1	0
3707	3707	2	0	1	1	1	1	0
3708	3708	0	1	1	1	1	1	1
3709	3709	1	1	1	1	1	1	0
3710	3710	1	1	1	0	1	1	1
3711	3711	2	1	0	1	1	1	0
3712	3712	1	1	1	1	1	1	0
3713	3713	1	1	1	1	1	0	1
3714	3714	1	1	1	0	1	1	1
3715	3715	1	1	0	1	1	1	1
3716	3716	1	1	1	1	1	1	0
3717	3717	1	1	1	1	1	1	0
3718	3718	2	1	1	0	0	1	1
3719	3719	1	1	1	1	1	1	0
3720	3720	2	1	1	0	0	1	1
3721	3721	1	1	1	1	1	1	0
3722	3722	1	0	1	1	2	1	0
3723	3723	1	1	1	1	1	1	0
3724	3724	0	1	1	1	1	1	1
3725	3725	1	0	1	1	1	1	1
3726	3726	1	1	1	1	0	1	1
3727	3727	1	1	1	0	1	1	1
3728	3728	1	1	1	1	1	1	0
3729	3729	0	1	0	1	2	1	1
3730	3730	0	1	1	0	1	1	0
3731	3731	2	1	1	0	1	1	0
3732	3732	1	1	1	1	1	1	0
3733	3733	0	1	1	1	1	1	1
3734	3734	0	1	1	1	1	1	1
3735	3735	1	1	1	1	1	1	0
3736	3736	1	1	1	1	1	1	0
3737	3737	1	1	2	1	1	0	0
3738	3738	1	1	1	1	1	1	0
3739	3739	1	2	1	1	1	0	0
3740	3740	1	1	1	1	1	0	1
3741	3741	0	1	1	1	1	1	1
3742	3742	1	1	1	1	1	0	1
3743	3743	1	1	1	1	1	1	0
3744	3744	2	1	1	1	0	0	1
3745	3745	0	1	1	1	1	1	1
3746	3746	0	1	1	0	1	1	2
3747	3747	1	1	0	1	1	1	1
3748	3748	1	1	1	1	1	1	0
3749	3749	1	0	1	1	1	1	1
3750	3750	1	1	3	0	0	1	0
3751	3751	1	1	1	1	1	1	0
3752	3752	1	1	1	0	1	1	1
3753	3753	2	1	1	1	1	0	0
3754	3754	1	1	1	1	1	1	0
3755	3755	1	0	1	1	1	1	1
3756	3756	1	1	1	1	1	1	0
3757	3757	1	1	1	1	1	1	0
3758	3758	1	1	1	0	2	1	0
3759	3759	1	1	1	0	0	1	2
3760	3760	1	1	2	0	1	1	0
3761	3761	1	1	2	0	0	1	1
3762	3762	1	1	1	1	1	1	0
3763	3763	1	1	1	1	1	1	0
3764	3764	1	1	1	1	1	1	0
3765	3765	0	1	1	2	1	1	0
3766	3766	1	0	1	1	1	1	1
3767	3767	1	1	1	0	1	1	1
3768	3768	0	2	1	1	1	1	0
3769	3769	0	1	1	2	1	1	0
3770	3770	0	1	1	1	2	1	0
3771	3771	0	1	1	1	1	1	1
3772	3772	0	1	1	1	1	1	1
3773	3773	0	1	1	1	1	1	1
3774	3774	1	1	1	0	1	1	1
3775	3775	0	1	1	1	1	1	1
3776	3776	1	1	1	1	0	1	1
3777	3777	3	1	1	0	0	1	0
3778	3778	1	1	1	0	1	1	1
3779	3779	1	0	1	1	1	1	1
3780	3780	1	1	1	0	1	1	1
3781	3781	0	1	1	1	1	0	0
3782	3782	1	1	1	1	1	1	0
3783	3783	1	1	1	1	1	1	0
3784	3784	0	1	1	1	1	1	1
3785	3785	1	0	1	1	2	1	0
3786	3786	1	1	1	0	2	1	0
3787	3787	2	0	1	0	1	1	1
3788	3788	0	1	1	1	1	1	1
3789	3789	1	1	1	1	1	1	0
3790	3790	1	1	1	1	1	1	0
3791	3791	1	1	0	1	1	1	1
3792	3792	1	1	1	1	0	1	1
3793	3793	0	1	1	1	1	1	1
3794	3794	0	1	1	2	1	0	1
3795	3795	0	1	1	2	1	1	0
3796	3796	1	1	0	2	1	1	0
3797	3797	1	1	1	0	1	1	1
3798	3798	1	1	1	1	2	0	0
3799	3799	1	1	1	1	1	1	0
3800	3800	0	1	1	1	1	1	1
3801	3801	1	1	1	0	1	1	1
3802	3802	1	1	1	0	1	1	1
3803	3803	1	0	1	1	1	1	1
3804	3804	1	1	1	1	2	0	0
3805	3805	0	1	1	1	1	1	1
3806	3806	0	1	1	1	1	1	1
3807	3807	1	1	1	1	1	1	0
3808	3808	1	1	1	1	1	1	0
3809	3809	0	0	1	2	2	1	0
3810	3810	1	1	1	0	1	1	1
3811	3811	0	0	1	1	3	1	0
3812	3812	1	1	1	1	1	1	0
3813	3813	1	0	1	1	1	1	1
3814	3814	1	0	1	1	1	1	1
3815	3815	1	0	1	1	1	1	1
3816	3816	1	1	1	0	1	1	1
3817	3817	1	1	0	1	1	1	1
3818	3818	1	0	1	1	1	1	1
3819	3819	0	1	1	1	1	1	1
3820	3820	1	1	0	0	1	2	1
3821	3821	1	1	1	0	1	1	1
3822	3822	0	1	1	1	1	1	1
3823	3823	1	0	0	1	0	3	1
3824	3824	1	1	1	1	1	1	0
3825	3825	2	1	1	0	1	1	0
3826	3826	1	0	0	2	2	0	1
3827	3827	1	0	1	0	0	1	3
3828	3828	1	0	2	1	1	0	1
3829	3829	1	1	1	1	1	1	0
3830	3830	1	1	1	1	1	0	1
3831	3831	1	1	1	0	1	2	0
3832	3832	0	1	1	1	1	1	1
3833	3833	0	1	2	1	1	0	1
3834	3834	1	1	1	0	1	1	1
3835	3835	1	0	1	1	1	1	1
3836	3836	0	1	1	1	1	1	1
3837	3837	0	1	1	1	1	1	1
3838	3838	0	1	1	1	1	1	1
3839	3839	0	0	0	1	2	1	2
3840	3840	0	1	2	1	1	1	0
3841	3841	0	0	2	1	2	1	0
3842	3842	1	1	1	0	0	1	1
3843	3843	0	1	1	1	2	0	0
3844	3844	1	1	1	0	1	0	1
3845	3845	0	1	1	0	1	1	1
3846	3846	0	1	1	1	1	1	0
3847	3847	0	1	1	1	1	0	0
3848	3848	1	0	1	0	1	1	1
3849	3849	1	1	2	0	0	1	0
3850	3850	1	1	1	1	1	0	0
3851	3851	0	1	1	2	1	0	0
3852	3852	0	1	1	1	2	0	0
3853	3853	0	1	1	1	1	1	0
3854	3854	0	1	1	1	1	1	0
3855	3855	2	0	1	1	0	1	0
3856	3856	0	1	1	1	1	0	1
3857	3857	1	1	1	1	1	0	0
3858	3858	1	1	1	0	1	0	0
3859	3859	1	1	1	0	1	1	0
3860	3860	1	1	1	1	1	0	0
3861	3861	1	1	1	0	0	1	1
3862	3862	2	1	0	0	1	1	0
3863	3863	1	1	1	0	1	1	0
3864	3864	0	1	1	1	0	1	1
3865	3865	2	1	1	0	0	1	0
3866	3866	0	2	1	1	1	0	0
3867	3867	1	1	1	0	1	1	0
3868	3868	0	1	1	1	1	1	0
3869	3869	0	1	1	2	1	0	0
3870	3870	1	0	0	2	1	0	1
3871	3871	1	1	0	1	1	1	0
3872	3872	0	1	0	2	1	1	0
3873	3873	1	0	1	0	1	1	1
3874	3874	0	1	1	0	1	1	1
3875	3875	0	1	1	0	1	1	1
3876	3876	1	0	1	1	1	1	0
3877	3877	1	0	1	1	1	1	0
3878	3878	0	1	1	1	1	1	0
3879	3879	0	1	1	0	1	1	1
3880	3880	1	1	0	1	1	0	1
3881	3881	1	1	1	1	1	0	0
3882	3882	0	1	1	1	1	0	1
3883	3883	1	1	1	1	0	0	1
3884	3884	0	0	1	1	1	0	2
3885	3885	0	1	1	0	1	1	1
3886	3886	1	1	0	1	0	1	1
3887	3887	0	1	1	1	0	1	1
3888	3888	0	1	1	1	0	1	1
3889	3889	0	2	1	1	0	1	0
3890	3890	0	1	1	1	1	1	0
3891	3891	1	1	2	0	1	0	0
3892	3892	0	0	1	0	2	1	1
3893	3893	1	0	1	1	1	1	0
3894	3894	1	0	1	0	2	0	1
3895	3895	1	1	1	1	1	0	0
3896	3896	0	1	1	1	1	1	0
3897	3897	0	1	1	1	1	1	0
3898	3898	0	2	1	0	1	0	1
3899	3899	1	1	1	1	1	0	0
3900	3900	0	2	1	0	1	1	0
3901	3901	1	1	1	0	0	1	1
3902	3902	0	1	1	0	2	1	0
3903	3903	1	1	1	1	0	1	0
3904	3904	1	1	1	0	0	1	1
3905	3905	1	1	1	1	1	0	0
3906	3906	1	1	1	0	0	1	1
3907	3907	0	1	1	1	1	1	0
3908	3908	0	1	1	0	1	1	1
3909	3909	0	1	1	0	1	1	1
3910	3910	2	1	0	0	0	1	1
3911	3911	1	1	1	1	1	0	0
3912	3912	0	0	1	0	2	1	1
3913	3913	1	1	1	0	1	0	0
3914	3914	1	1	1	1	1	0	0
3915	3915	1	1	1	0	1	1	0
3916	3916	1	0	1	1	1	1	0
3917	3917	0	1	1	1	1	1	0
3918	3918	0	0	1	1	1	1	1
3919	3919	1	1	1	0	1	1	0
3920	3920	1	1	0	1	1	1	0
3921	3921	1	1	0	1	1	1	0
3922	3922	1	2	1	0	0	1	0
3923	3923	0	1	1	1	0	1	1
3924	3924	1	1	0	1	1	1	0
3925	3925	1	1	1	1	1	0	0
3926	3926	1	1	1	1	1	0	0
3927	3927	1	0	1	0	2	1	0
3928	3928	1	1	1	1	1	0	0
3929	3929	1	1	1	1	1	0	0
3930	3930	1	1	1	1	1	0	0
3931	3931	1	1	1	1	1	0	0
3932	3932	0	1	1	1	1	1	0
3933	3933	0	1	1	1	0	1	1
3934	3934	2	1	1	0	0	1	0
3935	3935	1	0	1	1	0	1	1
3936	3936	1	1	0	1	1	1	0
3937	3937	0	1	1	1	1	1	0
3938	3938	1	1	0	1	1	1	0
3939	3939	0	0	1	1	1	1	1
3940	3940	0	2	1	0	0	1	1
3941	3941	1	0	1	0	1	1	1
3942	3942	0	1	0	2	1	0	1
3943	3943	0	1	2	1	1	0	0
3944	3944	1	0	1	0	2	1	0
3945	3945	1	1	1	0	1	1	0
3946	3946	1	0	1	1	0	1	1
3947	3947	1	1	0	1	1	1	0
3948	3948	1	1	1	1	1	0	0
3949	3949	1	1	1	0	1	1	0
3950	3950	1	1	1	1	1	0	0
3951	3951	0	1	1	0	1	1	1
3952	3952	0	1	2	1	1	0	0
3953	3953	1	1	1	0	1	1	0
3954	3954	2	1	1	0	0	1	0
3955	3955	0	1	1	0	1	1	1
3956	3956	0	0	1	1	2	1	0
3957	3957	1	1	1	0	1	0	1
3958	3958	1	1	1	1	0	0	1
3959	3959	0	1	1	0	1	1	1
3960	3960	0	0	1	1	1	1	1
3961	3961	1	1	1	1	1	0	0
3962	3962	1	0	0	1	1	1	1
3963	3963	1	1	1	1	1	0	0
3964	3964	0	1	1	1	1	1	0
3965	3965	0	1	1	1	1	0	1
3966	3966	1	1	1	1	0	1	0
3967	3967	2	1	0	1	1	0	0
3968	3968	1	1	0	2	1	0	0
3969	3969	0	1	2	0	1	1	0
3970	3970	0	1	1	1	0	1	0
3971	3971	0	2	1	0	1	1	0
3972	3972	1	1	1	0	1	1	0
3973	3973	1	1	1	1	1	0	0
3974	3974	0	1	1	0	1	1	1
3975	3975	1	1	1	0	1	1	0
3976	3976	1	1	1	1	0	1	0
3977	3977	1	2	0	0	1	1	0
3978	3978	1	1	1	1	0	1	0
3979	3979	0	1	1	1	1	1	0
3980	3980	0	1	1	1	1	1	0
3981	3981	1	1	1	1	1	0	0
3982	3982	1	1	1	0	1	1	0
3983	3983	0	1	1	1	1	1	0
3984	3984	0	1	1	1	2	0	0
3985	3985	1	1	1	1	1	0	0
3986	3986	0	1	1	0	1	1	1
3987	3987	1	1	1	0	1	1	0
3988	3988	0	1	1	1	1	1	0
3989	3989	0	1	1	1	0	1	1
3990	3990	0	1	1	2	0	1	0
3991	3991	0	1	1	0	2	1	0
3992	3992	0	1	1	1	1	1	0
3993	3993	1	1	1	1	0	1	0
3994	3994	0	1	1	1	1	0	1
3995	3995	0	1	1	1	1	1	0
3996	3996	0	1	1	2	0	1	0
3997	3997	1	1	1	1	1	0	0
3998	3998	1	1	1	1	1	0	0
3999	3999	2	1	1	0	0	1	0
4000	4000	0	1	1	0	1	1	1
4001	4001	1	1	0	1	1	1	0
4002	4002	2	1	0	0	1	1	0
4003	4003	2	0	1	0	1	1	0
4004	4004	1	1	0	1	1	1	0
4005	4005	0	0	1	0	1	1	2
4006	4006	0	1	1	1	1	0	1
4007	4007	0	1	1	1	1	0	1
4008	4008	0	2	1	1	1	0	0
4009	4009	1	1	1	1	1	0	0
4010	4010	1	1	1	0	1	1	0
4011	4011	0	1	0	1	1	1	0
4012	4012	1	1	1	0	0	1	1
4013	4013	1	1	1	0	1	1	0
4014	4014	1	1	1	1	1	0	0
4015	4015	0	1	1	1	1	1	0
4016	4016	1	1	1	0	1	1	0
4017	4017	1	1	1	1	1	0	0
4018	4018	1	0	1	1	2	0	0
4019	4019	0	1	1	0	1	1	1
4020	4020	0	1	1	1	2	0	0
4021	4021	0	1	1	1	1	1	0
4022	4022	0	1	1	1	1	1	0
4023	4023	1	1	0	0	1	1	1
4024	4024	0	1	1	0	1	1	1
4025	4025	1	1	1	1	0	1	0
4026	4026	1	1	1	0	1	1	0
4027	4027	1	0	1	0	1	1	1
4028	4028	1	1	1	1	0	0	0
4029	4029	1	0	1	1	0	0	1
4030	4030	0	1	1	0	1	1	1
4031	4031	1	1	1	0	1	1	0
4032	4032	1	1	1	1	1	0	0
4033	4033	0	1	1	0	1	1	1
4034	4034	0	1	1	0	1	1	1
4035	4035	0	1	1	1	1	1	0
4036	4036	0	1	1	1	2	0	0
4037	4037	0	1	1	1	1	0	1
4038	4038	0	1	0	1	1	1	1
4039	4039	1	1	1	1	0	1	0
4040	4040	1	1	1	1	1	0	0
4041	4041	1	0	1	0	1	1	1
4042	4042	0	2	0	1	1	1	0
4043	4043	1	1	1	0	0	1	1
4044	4044	1	2	1	0	0	1	0
4045	4045	0	0	1	1	1	1	1
4046	4046	1	1	2	0	0	1	0
4047	4047	0	2	1	1	0	1	0
4048	4048	0	0	2	1	1	1	0
4049	4049	0	1	1	1	1	1	0
4050	4050	1	0	1	0	1	1	1
4051	4051	0	1	1	1	2	0	0
4052	4052	0	1	1	1	1	1	0
4053	4053	1	1	0	1	1	1	0
4054	4054	0	1	1	1	0	1	1
4055	4055	1	1	1	1	1	0	0
4056	4056	0	1	2	0	1	1	0
4057	4057	0	1	2	0	1	0	1
4058	4058	0	1	2	1	1	0	0
4059	4059	0	1	0	1	0	1	1
4060	4060	0	1	1	0	1	1	1
4061	4061	0	1	2	1	1	0	0
4062	4062	1	1	1	0	0	2	0
4063	4063	1	1	1	1	1	0	0
4064	4064	1	1	1	0	2	0	0
4065	4065	2	0	1	0	1	1	0
4066	4066	1	1	1	1	0	1	0
4067	4067	1	1	1	1	0	1	0
4068	4068	1	1	0	1	1	1	0
4069	4069	0	1	1	1	1	1	0
4070	4070	1	1	0	1	1	0	1
4071	4071	1	1	1	0	1	1	0
4072	4072	1	1	0	0	1	1	1
4073	4073	1	1	1	1	1	0	0
4074	4074	0	1	1	1	0	1	1
4075	4075	1	1	1	1	0	1	0
4076	4076	1	0	1	2	1	0	0
4077	4077	0	1	1	1	1	1	0
4078	4078	1	1	0	0	1	1	1
4079	4079	1	1	1	0	1	1	0
4080	4080	0	1	1	1	1	1	0
4081	4081	1	1	1	0	0	1	1
4082	4082	0	1	1	0	1	1	1
4083	4083	0	1	1	1	1	1	0
4084	4084	1	1	2	0	0	1	0
4085	4085	2	1	1	0	0	1	0
4086	4086	0	1	2	1	1	0	0
4087	4087	1	0	1	1	1	1	0
4088	4088	0	1	1	1	0	1	1
4089	4089	0	1	1	0	1	1	1
4090	4090	0	1	1	0	1	1	1
4091	4091	1	1	0	1	2	0	0
4092	4092	0	1	1	1	1	1	0
4093	4093	1	1	1	1	0	1	0
4094	4094	0	1	1	1	1	1	0
4095	4095	1	1	1	0	0	1	1
4096	4096	1	1	1	0	1	0	1
4097	4097	0	1	1	1	0	1	0
4098	4098	1	1	1	1	1	0	0
4099	4099	1	0	1	0	1	1	1
4100	4100	0	1	1	1	1	0	1
4101	4101	1	1	1	0	1	1	0
4102	4102	2	1	1	1	0	0	0
4103	4103	1	1	1	1	1	0	0
4104	4104	0	1	1	1	2	0	0
4105	4105	0	1	1	1	1	1	0
4106	4106	1	1	1	1	1	0	0
4107	4107	1	1	1	1	0	1	0
4108	4108	1	1	1	1	1	0	0
4109	4109	0	1	1	1	1	1	0
4110	4110	1	1	1	0	1	1	0
4111	4111	1	1	1	0	1	1	0
4112	4112	1	1	1	1	1	0	0
4113	4113	1	1	1	1	1	0	0
4114	4114	1	1	1	0	1	1	0
4115	4115	2	0	1	0	1	0	1
4116	4116	1	1	1	1	1	0	0
4117	4117	1	0	1	1	1	1	0
4118	4118	1	1	1	0	1	1	0
4119	4119	0	1	1	0	1	1	1
4120	4120	1	1	1	1	1	0	0
4121	4121	1	0	1	0	1	1	1
4122	4122	0	1	1	1	1	1	0
4123	4123	1	0	1	1	0	1	1
4124	4124	0	1	1	0	1	1	1
4125	4125	0	2	1	0	1	1	0
4126	4126	1	1	1	0	1	0	1
4127	4127	1	1	1	0	0	1	1
4128	4128	1	1	1	1	0	1	0
4129	4129	1	1	1	0	1	0	1
4130	4130	1	1	0	1	1	1	0
4131	4131	1	1	1	0	0	1	1
4132	4132	1	1	1	1	0	1	0
4133	4133	1	1	0	0	1	1	1
4134	4134	1	1	1	0	1	1	0
4135	4135	0	1	1	0	1	1	1
4136	4136	1	1	0	1	0	2	0
4137	4137	1	1	1	1	1	0	0
4138	4138	0	1	1	1	2	0	0
4139	4139	1	1	1	1	1	0	0
4140	4140	0	1	1	1	1	1	0
4141	4141	1	1	1	0	1	1	0
4142	4142	1	1	1	0	0	1	1
4143	4143	0	1	1	0	1	1	1
4144	4144	1	1	0	0	1	1	1
4145	4145	1	1	1	1	0	1	0
4146	4146	0	1	1	1	1	1	0
4147	4147	1	1	2	0	1	0	0
4148	4148	1	0	1	0	1	1	1
4149	4149	0	0	0	1	2	1	1
4150	4150	1	2	1	0	1	0	0
4151	4151	1	1	1	1	1	0	0
4152	4152	1	1	1	0	0	1	1
4153	4153	1	0	2	0	1	1	0
4154	4154	0	0	1	1	2	1	0
4155	4155	1	0	2	1	0	0	1
4156	4156	1	1	1	0	0	1	1
4157	4157	0	1	1	0	1	1	1
4158	4158	0	1	1	0	1	1	1
4159	4159	1	1	1	1	1	0	0
4160	4160	0	1	2	0	1	0	1
4161	4161	0	1	1	1	1	1	0
4162	4162	0	2	1	0	0	1	1
4163	4163	1	1	1	1	0	1	0
4164	4164	1	1	0	1	2	0	0
4165	4165	1	1	1	0	0	1	1
4166	4166	0	1	1	1	1	1	0
4167	4167	0	1	2	1	1	0	0
4168	4168	1	0	1	1	0	1	1
4169	4169	1	1	1	1	0	1	0
4170	4170	1	1	1	1	1	0	0
4171	4171	1	1	1	1	1	0	0
4172	4172	2	0	1	0	1	1	0
4173	4173	1	1	1	1	1	0	0
4174	4174	0	1	2	1	1	0	0
4175	4175	1	1	0	1	1	1	0
4176	4176	1	1	0	0	1	1	1
4177	4177	0	1	1	1	1	1	0
4178	4178	1	0	1	0	1	1	1
4179	4179	1	1	0	1	1	0	0
4180	4180	1	1	1	0	1	1	0
4181	4181	0	1	1	0	1	1	1
4182	4182	0	1	1	1	1	1	0
4183	4183	0	1	1	1	1	1	0
4184	4184	1	1	1	0	0	1	1
4185	4185	1	1	1	0	0	1	1
4186	4186	0	1	1	1	1	0	0
4187	4187	0	1	2	1	1	0	0
4188	4188	0	1	1	1	1	1	0
4189	4189	0	1	1	1	0	1	1
4190	4190	0	1	1	1	2	0	0
4191	4191	1	1	1	1	1	0	0
4192	4192	1	1	1	0	1	1	0
4193	4193	0	1	1	1	1	1	0
4194	4194	1	1	1	0	1	1	0
4195	4195	1	1	2	0	0	1	0
4196	4196	0	2	1	1	1	0	0
4197	4197	1	1	0	1	1	1	0
4198	4198	1	1	1	0	1	1	0
4199	4199	1	1	0	1	1	1	0
4200	4200	1	1	1	1	0	1	0
4201	4201	1	1	1	1	1	0	0
4202	4202	1	1	1	1	1	0	0
4203	4203	1	1	1	1	0	1	0
4204	4204	1	1	1	1	1	0	0
4205	4205	1	1	1	0	1	1	0
4206	4206	1	1	0	0	1	1	1
4207	4207	1	1	1	1	1	0	0
4208	4208	1	1	0	1	1	1	0
4209	4209	2	1	1	0	0	1	0
4210	4210	1	0	0	1	1	1	1
4211	4211	1	1	1	1	0	1	0
4212	4212	1	1	1	1	1	0	0
4213	4213	0	0	1	1	1	1	1
4214	4214	0	1	1	1	1	1	0
4215	4215	0	1	1	1	0	1	1
4216	4216	1	1	0	1	1	1	0
4217	4217	1	1	1	0	1	0	1
4218	4218	1	1	1	0	0	1	1
4219	4219	1	1	0	1	1	1	0
4220	4220	0	1	0	1	1	1	1
4221	4221	1	1	1	0	1	1	0
4222	4222	1	1	1	0	1	1	0
4223	4223	1	1	1	1	1	0	0
4224	4224	1	1	1	1	0	0	0
4225	4225	0	1	1	0	1	1	1
4226	4226	0	1	1	1	1	1	0
4227	4227	1	1	0	0	2	1	0
4228	4228	1	1	1	0	1	1	0
4229	4229	1	1	1	0	1	1	0
4230	4230	1	1	1	1	0	0	1
4231	4231	0	1	1	0	1	1	1
4232	4232	1	1	1	0	1	1	0
4233	4233	0	1	1	0	2	1	0
4234	4234	0	0	1	1	1	1	1
4235	4235	1	1	1	0	0	1	1
4236	4236	0	1	1	1	0	1	1
4237	4237	1	1	1	0	1	1	0
4238	4238	1	1	1	1	0	1	0
4239	4239	1	0	1	0	1	1	1
4240	4240	0	1	1	1	1	1	0
4241	4241	0	1	1	1	1	1	0
4242	4242	0	0	1	0	2	1	1
4243	4243	1	1	0	0	1	1	1
4244	4244	1	1	1	1	0	1	0
4245	4245	1	0	1	1	1	1	0
4246	4246	1	1	0	0	1	1	1
4247	4247	1	1	1	1	0	1	0
4248	4248	1	1	1	0	1	1	0
4249	4249	0	1	1	0	2	1	0
4250	4250	0	2	1	0	1	1	0
4251	4251	0	1	1	1	0	1	1
4252	4252	1	1	1	1	0	1	0
4253	4253	1	1	1	1	0	1	0
4254	4254	0	1	2	1	1	0	0
4255	4255	0	1	1	1	0	1	1
4256	4256	1	0	1	1	1	1	0
4257	4257	1	1	1	0	1	1	0
4258	4258	1	0	1	0	1	1	1
4259	4259	2	1	1	0	0	1	0
4260	4260	0	1	1	1	1	1	0
4261	4261	1	1	1	0	1	1	0
4262	4262	1	1	1	1	1	0	0
